Name,Links,Cost,Cuisines,Timings,Cost_clean,cuisine_primary,_mkey,num_reviews,avg_sentiment,level_1,sentiment_score,pct_positive,pct_negative,avg_rating,num_cuisines,cuisine_north indian,cuisine_chinese,cuisine_continental,cuisine_biryani,cuisine_asian,cuisine_italian,cuisine_fast food,cuisine_desserts,cuisine_south indian,cuisine_kebab,is_open_late,price_per_star,sentiment_rating_gap,popularity_score,value_score,review_engagement,cuisine_diversity,kmeans_cluster,hierarchical_cluster
Beyond Flavours,https://www.zomato.com/hyderabad/beyond-flavours-gachibowli,800,"Chinese, Continental, Kebab, European, South Indian, North Indian","12noon to 3:30pm, 6:30pm to 11:30pm (Mon-Sun)",800,Chinese,beyond flavours,100,0.0,pct_positive,0.0,0,0,4.28,6,1,1,1,0,0,0,0,0,1,1,1,186.91584417854105,-1.7800000000000002,214.0,0.6401568016038246,0.12484394506866417,25.68,0,4
Beyond Flavours,https://www.zomato.com/hyderabad/beyond-flavours-gachibowli,800,"Chinese, Continental, Kebab, European, South Indian, North Indian","12noon to 3:30pm, 6:30pm to 11:30pm (Mon-Sun)",800,Chinese,beyond flavours,100,0.0,pct_negative,0.0,0,0,4.28,6,1,1,1,0,0,0,0,0,1,1,1,186.91584417854105,-1.7800000000000002,214.0,0.6401568016038246,0.12484394506866417,25.68,0,4
Paradise,https://www.zomato.com/hyderabad/paradise-gachibowli,800,"Biryani, North Indian, Chinese",11 AM to 11 PM,800,Biryani,paradise,100,0.0,pct_positive,0.0,0,0,4.7,3,1,1,0,1,0,0,0,0,0,0,0,170.2127297419724,-2.2,235.0,0.7029759269948541,0.12484394506866417,14.100000000000001,4,2
Paradise,https://www.zomato.com/hyderabad/paradise-gachibowli,800,"Biryani, North Indian, Chinese",11 AM to 11 PM,800,Biryani,paradise,100,0.0,pct_negative,0.0,0,0,4.7,3,1,1,0,1,0,0,0,0,0,0,0,170.2127297419724,-2.2,235.0,0.7029759269948541,0.12484394506866417,14.100000000000001,4,2
Flechazo,https://www.zomato.com/hyderabad/flechazo-gachibowli,1300,"Asian, Mediterranean, North Indian, Desserts","11:30 AM to 4:30 PM, 6:30 PM to 11 PM",1300,Asian,flechazo,100,0.004215,pct_positive,0.01,0,0,4.66,4,1,0,0,0,1,0,0,1,0,0,1,278.9698972167602,-2.1494625,233.98209500000002,0.649849647517737,0.07686395080707148,18.64,4,2
Flechazo,https://www.zomato.com/hyderabad/flechazo-gachibowli,1300,"Asian, Mediterranean, North Indian, Desserts","11:30 AM to 4:30 PM, 6:30 PM to 11 PM",1300,Asian,flechazo,100,0.004215,pct_negative,0.0,0,0,4.66,4,1,0,0,0,1,0,0,1,0,0,1,278.9698972167602,-2.1494625,233.98209500000002,0.649849647517737,0.07686395080707148,18.64,4,2
Shah Ghouse Hotel & Restaurant,https://www.zomato.com/hyderabad/shah-ghouse-hotel-restaurant-gachibowli,800,"Biryani, North Indian, Chinese, Seafood, Beverages",12 Noon to 2 AM,800,Biryani,shah ghouse hotel restaurant,100,0.009259,pct_positive,0.02,0,0,3.21,5,1,1,0,1,0,0,0,0,0,0,0,249.22110616164917,-0.6868525000000001,161.98606949999999,0.4801176012028684,0.12484394506866417,16.05,2,1
Shah Ghouse Hotel & Restaurant,https://www.zomato.com/hyderabad/shah-ghouse-hotel-restaurant-gachibowli,800,"Biryani, North Indian, Chinese, Seafood, Beverages",12 Noon to 2 AM,800,Biryani,shah ghouse hotel restaurant,100,0.009259,pct_negative,0.0,0,0,3.21,5,1,1,0,1,0,0,0,0,0,0,0,249.22110616164917,-0.6868525000000001,161.98606949999999,0.4801176012028684,0.12484394506866417,16.05,2,1
Over The Moon Brew Company,https://www.zomato.com/hyderabad/over-the-moon-brew-company-gachibowli,1200,"Asian, Continental, North Indian, Chinese, Mediterranean","12noon to 11pm (Mon, Tue, Wed, Thu, Sun), 12noon to 12midnight (Fri-Sat)",1200,Asian,over the moon brew company,100,0.0,pct_positive,0.0,0,0,4.34,5,1,1,1,0,1,0,0,0,0,0,0,276.4976321434027,-1.8399999999999999,217.0,0.6120511326254338,0.08326394671107411,21.7,1,2
Over The Moon Brew Company,https://www.zomato.com/hyderabad/over-the-moon-brew-company-gachibowli,1200,"Asian, Continental, North Indian, Chinese, Mediterranean","12noon to 11pm (Mon, Tue, Wed, Thu, Sun), 12noon to 12midnight (Fri-Sat)",1200,Asian,over the moon brew company,100,0.0,pct_negative,0.0,0,0,4.34,5,1,1,1,0,1,0,0,0,0,0,0,276.4976321434027,-1.8399999999999999,217.0,0.6120511326254338,0.08326394671107411,21.7,1,2
The Fisherman's Wharf,https://www.zomato.com/hyderabad/the-fishermans-wharf-gachibowli,1500,"Seafood, Goan, North Indian, Continental, Asian","12Noon to 3:30PM, 4PM to 6:30PM, 7PM to 11:30PM (Mon, Tue, Wed, Thu, Sun), 12Noon to 3:30PM, 4PM to 6:30PM, 7PM to 12Midnight (Fri-Sat)",1500,Seafood,the fishermans wharf,100,0.0,pct_positive,0.0,0,0,4.22,5,1,0,1,0,1,0,0,0,0,0,1,355.45015273693065,-1.7199999999999998,211.0,0.5769845118143571,0.06662225183211193,21.099999999999998,1,2
The Fisherman's Wharf,https://www.zomato.com/hyderabad/the-fishermans-wharf-gachibowli,1500,"Seafood, Goan, North Indian, Continental, Asian","12Noon to 3:30PM, 4PM to 6:30PM, 7PM to 11:30PM (Mon, Tue, Wed, Thu, Sun), 12Noon to 3:30PM, 4PM to 6:30PM, 7PM to 12Midnight (Fri-Sat)",1500,Seafood,the fishermans wharf,100,0.0,pct_negative,0.0,0,0,4.22,5,1,0,1,0,1,0,0,0,0,0,1,355.45015273693065,-1.7199999999999998,211.0,0.5769845118143571,0.06662225183211193,21.099999999999998,1,2
eat.fit,https://www.zomato.com/hyderabad/eat-fit-gachibowli,500,"Healthy Food, North Indian, Continental, South Indian",7 AM to 10 PM,500,Healthy Food,eatfit,100,0.0,pct_positive,0.0,0,0,3.2,4,1,0,1,0,0,0,0,0,1,0,0,156.24995117189025,-0.7000000000000002,160.0,0.514750240439285,0.1996007984031936,12.8,2,1
eat.fit,https://www.zomato.com/hyderabad/eat-fit-gachibowli,500,"Healthy Food, North Indian, Continental, South Indian",7 AM to 10 PM,500,Healthy Food,eatfit,100,0.0,pct_negative,0.0,0,0,3.2,4,1,0,1,0,0,0,0,0,1,0,0,156.24995117189025,-0.7000000000000002,160.0,0.514750240439285,0.1996007984031936,12.8,2,1
Shah Ghouse Spl Shawarma,https://www.zomato.com/hyderabad/shah-ghouse-spl-shawarma-gachibowli,300,Lebanese,12 Noon to 12 Midnight,300,Lebanese,shah ghouse spl shawarma,100,0.0,pct_positive,0.0,0,0,3.43,1,0,0,0,0,0,0,0,0,0,0,0,87.46353135174013,-0.9300000000000002,171.5,0.601004578478448,0.33222591362126247,3.43,3,3
Shah Ghouse Spl Shawarma,https://www.zomato.com/hyderabad/shah-ghouse-spl-shawarma-gachibowli,300,Lebanese,12 Noon to 12 Midnight,300,Lebanese,shah ghouse spl shawarma,100,0.0,pct_negative,0.0,0,0,3.43,1,0,0,0,0,0,0,0,0,0,0,0,87.46353135174013,-0.9300000000000002,171.5,0.601004578478448,0.33222591362126247,3.43,3,3
Hyper Local,https://www.zomato.com/hyderabad/hyper-local-gachibowli,1000,"American, Chinese, North Indian, Kebab, South Indian",12 Noon to 12 Midnight,1000,American,hyper local,100,0.0022469999999999994,pct_positive,0.01,0,0,3.64,5,1,1,0,0,0,0,0,0,1,1,0,274.7251992513189,-1.1343824999999996,182.40895400000002,0.5268676613085878,0.0999000999000999,18.2,0,4
Hyper Local,https://www.zomato.com/hyderabad/hyper-local-gachibowli,1000,"American, Chinese, North Indian, Kebab, South Indian",12 Noon to 12 Midnight,1000,American,hyper local,100,0.0022469999999999994,pct_negative,0.01,0,0,3.64,5,1,1,0,0,0,0,0,0,1,1,0,274.7251992513189,-1.1343824999999996,182.40895400000002,0.5268676613085878,0.0999000999000999,18.2,0,4
Cream Stone,https://www.zomato.com/hyderabad/cream-stone-gachibowli,350,"Ice Cream, Desserts","10 AM to 1 AM (Mon-Thu), 10 AM to 1:30 AM (Fri-Sun)",350,Ice Cream,cream stone,100,0.004215,pct_positive,0.01,0,0,3.845,2,0,0,0,0,0,0,0,1,0,0,0,91.0272845182615,-1.3344624999999999,193.06033375,0.6560552112530372,0.2849002849002849,7.69,3,0
Cream Stone,https://www.zomato.com/hyderabad/cream-stone-gachibowli,350,"Ice Cream, Desserts","10 AM to 1 AM (Mon-Thu), 10 AM to 1:30 AM (Fri-Sun)",350,Ice Cream,cream stone,100,0.004215,pct_negative,0.0,0,0,3.845,2,0,0,0,0,0,0,0,1,0,0,0,91.0272845182615,-1.3344624999999999,193.06033375,0.6560552112530372,0.2849002849002849,7.69,3,0
Sardarji's Chaats & More,https://www.zomato.com/hyderabad/sardarjis-chaats-more-gachibowli,400,"Street Food, North Indian, Fast Food","12 Noon to 3:30 PM, 7 PM to 10:30 PM",400,Street Food,sardarjis chaats more,100,0.005994,pct_positive,0.01,0,0,3.25,3,1,0,0,0,0,0,1,0,0,0,1,123.07688520711224,-0.7350149999999998,163.474025,0.5422122743369299,0.24937655860349128,9.75,3,3
Sardarji's Chaats & More,https://www.zomato.com/hyderabad/sardarjis-chaats-more-gachibowli,400,"Street Food, North Indian, Fast Food","12 Noon to 3:30 PM, 7 PM to 10:30 PM",400,Street Food,sardarjis chaats more,100,0.005994,pct_negative,0.0,0,0,3.25,3,1,0,0,0,0,0,1,0,0,0,1,123.07688520711224,-0.7350149999999998,163.474025,0.5422122743369299,0.24937655860349128,9.75,3,3
Barbeque Nation,https://www.zomato.com/hyderabad/barbeque-nation-gachibowli,1600,"Mediterranean, North Indian, Kebab, BBQ","12 Noon to 3:30 PM, 6:30 PM to 11:30 PM",1600,Mediterranean,barbeque nation,100,0.0,pct_positive,0.0,0,0,4.12,4,1,0,0,0,0,0,0,0,0,1,1,388.34942030353875,-1.62,206.0,0.5583877989911251,0.06246096189881324,16.48,0,4
Barbeque Nation,https://www.zomato.com/hyderabad/barbeque-nation-gachibowli,1600,"Mediterranean, North Indian, Kebab, BBQ","12 Noon to 3:30 PM, 6:30 PM to 11:30 PM",1600,Mediterranean,barbeque nation,100,0.0,pct_negative,0.0,0,0,4.12,4,1,0,0,0,0,0,0,0,0,1,1,388.34942030353875,-1.62,206.0,0.5583877989911251,0.06246096189881324,16.48,0,4
Absolute Sizzlers,https://www.zomato.com/hyderabad/absolute-sizzlers-gachibowli,750,"Continental, American, Chinese",11:30 AM to 1 AM,750,Continental,absolute sizzlers,100,0.0,pct_positive,0.0,0,0,3.62,3,0,1,1,0,0,0,0,0,0,0,0,207.18226320931953,-1.12,181.0,0.5467116264541051,0.13315579227696406,10.86,4,3
Absolute Sizzlers,https://www.zomato.com/hyderabad/absolute-sizzlers-gachibowli,750,"Continental, American, Chinese",11:30 AM to 1 AM,750,Continental,absolute sizzlers,100,0.0,pct_negative,0.0,0,0,3.62,3,0,1,1,0,0,0,0,0,0,0,0,207.18226320931953,-1.12,181.0,0.5467116264541051,0.13315579227696406,10.86,4,3
The Lal Street - Bar Exchange,https://www.zomato.com/hyderabad/the-lal-street-bar-exchange-gachibowli,1300,"North Indian, Italian, Finger Food",12noon to 12midnight (Mon-Sun),1300,North Indian,the lal street bar exchange,100,0.0,pct_positive,0.0,0,0,3.45,3,1,0,0,0,0,1,0,0,0,0,0,376.81148498217823,-0.9500000000000002,172.5,0.48111186350562074,0.07686395080707148,10.350000000000001,1,1
The Lal Street - Bar Exchange,https://www.zomato.com/hyderabad/the-lal-street-bar-exchange-gachibowli,1300,"North Indian, Italian, Finger Food",12noon to 12midnight (Mon-Sun),1300,North Indian,the lal street bar exchange,100,0.0,pct_negative,0.0,0,0,3.45,3,1,0,0,0,0,1,0,0,0,0,0,376.81148498217823,-0.9500000000000002,172.5,0.48111186350562074,0.07686395080707148,10.350000000000001,1,1
AB's - Absolute Barbecues,https://www.zomato.com/hyderabad/abs-absolute-barbecues-gachibowli,1500,"European, Mediterranean, North Indian","12 Noon to 4:30 PM, 6:30 PM to 11:30 PM",1500,European,abs absolute barbecues,100,0.005266999999999999,pct_positive,0.01,0,0,4.88,3,1,0,0,0,0,0,0,0,0,0,1,307.37698619324055,-2.3668325,245.285148,0.6672237956526215,0.06662225183211193,14.64,4,2
AB's - Absolute Barbecues,https://www.zomato.com/hyderabad/abs-absolute-barbecues-gachibowli,1500,"European, Mediterranean, North Indian","12 Noon to 4:30 PM, 6:30 PM to 11:30 PM",1500,European,abs absolute barbecues,100,0.005266999999999999,pct_negative,0.0,0,0,4.88,3,1,0,0,0,0,0,0,0,0,0,1,307.37698619324055,-2.3668325,245.285148,0.6672237956526215,0.06662225183211193,14.64,4,2
KFC,https://www.zomato.com/hyderabad/kfc-gachibowli,500,"Burger, Fast Food",11 AM to 11 PM,500,Burger,kfc,100,0.0,pct_positive,0.0,0,0,2.85,2,0,0,0,0,0,0,1,0,0,0,0,175.43853493384736,-0.3500000000000001,142.5,0.45844943289123813,0.1996007984031936,5.7,3,3
KFC,https://www.zomato.com/hyderabad/kfc-gachibowli,500,"Burger, Fast Food",11 AM to 11 PM,500,Burger,kfc,100,0.0,pct_negative,0.0,0,0,2.85,2,0,0,0,0,0,0,1,0,0,0,0,175.43853493384736,-0.3500000000000001,142.5,0.45844943289123813,0.1996007984031936,5.7,3,3
NorFest - The Dhaba,https://www.zomato.com/hyderabad/norfest-the-dhaba-gachibowli,550,North Indian,12 Noon to 10:30 PM,550,North Indian,norfest the dhaba,100,0.006672,pct_positive,0.03,0,0,4.03,1,1,0,0,0,0,0,0,0,0,0,1,136.47639293389753,-1.5133200000000002,202.84440800000002,0.6384931375226331,0.18148820326678766,4.03,4,3
NorFest - The Dhaba,https://www.zomato.com/hyderabad/norfest-the-dhaba-gachibowli,550,North Indian,12 Noon to 10:30 PM,550,North Indian,norfest the dhaba,100,0.006672,pct_negative,0.01,0,0,4.03,1,1,0,0,0,0,0,0,0,0,0,1,136.47639293389753,-1.5133200000000002,202.84440800000002,0.6384931375226331,0.18148820326678766,4.03,4,3
Hotel Zara Hi-Fi,https://www.zomato.com/hyderabad/hotel-zara-gachibowli,400,"Chinese, North Indian",11:30 AM to 1 AM,400,Chinese,hotel zara hifi,100,0.0,pct_positive,0.0,0,0,2.4,2,1,1,0,0,0,0,0,0,0,0,0,166.66659722225114,0.10000000000000009,120.0,0.400402910279579,0.24937655860349128,4.8,2,3
Hotel Zara Hi-Fi,https://www.zomato.com/hyderabad/hotel-zara-gachibowli,400,"Chinese, North Indian",11:30 AM to 1 AM,400,Chinese,hotel zara hifi,100,0.0,pct_negative,0.0,0,0,2.4,2,1,1,0,0,0,0,0,0,0,0,0,166.66659722225114,0.10000000000000009,120.0,0.400402910279579,0.24937655860349128,4.8,2,3
10 Downing Street,https://www.zomato.com/hyderabad/10-downing-street-gachibowli,1900,"North Indian, Chinese, Continental",12 Noon to 12 Midnight,1900,North Indian,10 downing street,100,0.009125,pct_positive,0.02,0,0,3.8,3,1,1,1,0,0,0,0,0,0,0,0,499.9998684210873,-1.2771874999999997,191.73375000000001,0.5033021693416954,0.052603892688058915,11.399999999999999,1,1
10 Downing Street,https://www.zomato.com/hyderabad/10-downing-street-gachibowli,1900,"North Indian, Chinese, Continental",12 Noon to 12 Midnight,1900,North Indian,10 downing street,100,0.009125,pct_negative,0.0,0,0,3.8,3,1,1,1,0,0,0,0,0,0,0,0,499.9998684210873,-1.2771874999999997,191.73375000000001,0.5033021693416954,0.052603892688058915,11.399999999999999,1,1
Pakwaan Grand,https://www.zomato.com/hyderabad/pakwaan-grand-gachibowli,400,"North Indian, Chinese, Biryani",12 Noon to 11 PM,400,North Indian,pakwaan grand,100,0.015253000000000001,pct_positive,0.03,0,0,2.71,3,1,1,0,1,0,0,0,0,0,0,0,147.60142154929093,-0.17186750000000028,137.5667815,0.45212161952402463,0.24937655860349128,8.129999999999999,2,3
Pakwaan Grand,https://www.zomato.com/hyderabad/pakwaan-grand-gachibowli,400,"North Indian, Chinese, Biryani",12 Noon to 11 PM,400,North Indian,pakwaan grand,100,0.015253000000000001,pct_negative,0.0,0,0,2.71,3,1,1,0,1,0,0,0,0,0,0,0,147.60142154929093,-0.17186750000000028,137.5667815,0.45212161952402463,0.24937655860349128,8.129999999999999,2,3
13 Dhaba,https://www.zomato.com/hyderabad/13-dhaba-gachibowli,450,North Indian,"12:30 PM to 10 PM (Tue-Sun), Mon Closed",450,North Indian,13 dhaba,100,0.011636,pct_positive,0.02,0,0,3.48,1,1,0,0,0,0,0,0,0,0,0,1,129.31030766945182,-0.9509099999999999,176.024664,0.5694212596187949,0.22172949002217296,3.48,3,3
13 Dhaba,https://www.zomato.com/hyderabad/13-dhaba-gachibowli,450,North Indian,"12:30 PM to 10 PM (Tue-Sun), Mon Closed",450,North Indian,13 dhaba,100,0.011636,pct_negative,0.0,0,0,3.48,1,1,0,0,0,0,0,0,0,0,0,1,129.31030766945182,-0.9509099999999999,176.024664,0.5694212596187949,0.22172949002217296,3.48,3,3
Jonathan's Kitchen - Holiday Inn Express & Suites,https://www.zomato.com/hyderabad/jonathans-kitchen-holiday-inn-express-suites-gachibowli,1900,"North Indian, Japanese, Italian, Salad, Sushi","11:30 AM to 3 PM, 7 PM to 11 PM",1900,North Indian,jonathans kitchen holiday inn express suites,100,-0.004404,pct_positive,0.0,0,0,3.535,5,1,0,0,0,0,1,0,0,0,0,1,537.4821676146626,-1.0460099999999999,175.971593,0.4682034654270772,0.052603892688058915,17.675,1,1
Jonathan's Kitchen - Holiday Inn Express & Suites,https://www.zomato.com/hyderabad/jonathans-kitchen-holiday-inn-express-suites-gachibowli,1900,"North Indian, Japanese, Italian, Salad, Sushi","11:30 AM to 3 PM, 7 PM to 11 PM",1900,North Indian,jonathans kitchen holiday inn express suites,100,-0.004404,pct_negative,0.01,0,0,3.535,5,1,0,0,0,0,1,0,0,0,0,1,537.4821676146626,-1.0460099999999999,175.971593,0.4682034654270772,0.052603892688058915,17.675,1,1
B-Dubs,https://www.zomato.com/hyderabad/b-dubs-gachibowli,1600,American,"11am to 11:30pm (Mon, Tue, Wed, Thu, Sun), 11am to 12midnight (Fri-Sat)",1600,American,bdubs,100,0.0,pct_positive,0.0,0,0,4.81,1,0,0,0,0,0,0,0,0,0,0,1,332.6402634843527,-2.3099999999999996,240.49999999999997,0.6519042022202213,0.06246096189881324,4.81,4,2
B-Dubs,https://www.zomato.com/hyderabad/b-dubs-gachibowli,1600,American,"11am to 11:30pm (Mon, Tue, Wed, Thu, Sun), 11am to 12midnight (Fri-Sat)",1600,American,bdubs,100,0.0,pct_negative,0.0,0,0,4.81,1,0,0,0,0,0,0,0,0,0,0,1,332.6402634843527,-2.3099999999999996,240.49999999999997,0.6519042022202213,0.06246096189881324,4.81,4,2
Amul,https://www.zomato.com/hyderabad/amul-gachibowli,150,"Ice Cream, Desserts",10 AM to 5 AM,150,Ice Cream,amul,99,0.005776767676767676,pct_positive,0.010101010101010102,0,0,3.9292929292929295,2,0,0,0,0,0,0,0,1,0,0,0,38.17479748250655,-1.4148510101010103,195.62358131313133,0.7831518818841576,0.6556291390728477,7.858585858585859,3,0
Amul,https://www.zomato.com/hyderabad/amul-gachibowli,150,"Ice Cream, Desserts",10 AM to 5 AM,150,Ice Cream,amul,99,0.005776767676767676,pct_negative,0.0,0,0,3.9292929292929295,2,0,0,0,0,0,0,0,1,0,0,0,38.17479748250655,-1.4148510101010103,195.62358131313133,0.7831518818841576,0.6556291390728477,7.858585858585859,3,0
SKYHY,https://www.zomato.com/hyderabad/skyhy-gachibowli,1400,"North Indian, Chinese, Continental","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1400,North Indian,skyhy,100,0.0,pct_positive,0.0,0,0,3.37,3,1,1,1,0,0,0,0,0,0,0,0,415.43014378927484,-0.8700000000000001,168.5,0.46515206689994376,0.07137758743754462,10.11,1,1
SKYHY,https://www.zomato.com/hyderabad/skyhy-gachibowli,1400,"North Indian, Chinese, Continental","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1400,North Indian,skyhy,100,0.0,pct_negative,0.0,0,0,3.37,3,1,1,1,0,0,0,0,0,0,0,0,415.43014378927484,-0.8700000000000001,168.5,0.46515206689994376,0.07137758743754462,10.11,1,1
Tiki Shack,https://www.zomato.com/hyderabad/tiki-shack-gachibowli,1000,Continental,"12Noon to 11PM (Mon-Thu),12Noon to 11:30PM (Fri-Sun)",1000,Continental,tiki shack,100,0.0,pct_positive,0.0,0,0,3.48,1,0,0,1,0,0,0,0,0,0,0,1,287.3562392654485,-0.98,174.0,0.5037086432290894,0.0999000999000999,3.48,4,3
Tiki Shack,https://www.zomato.com/hyderabad/tiki-shack-gachibowli,1000,Continental,"12Noon to 11PM (Mon-Thu),12Noon to 11:30PM (Fri-Sun)",1000,Continental,tiki shack,100,0.0,pct_negative,0.0,0,0,3.48,1,0,0,1,0,0,0,0,0,0,0,1,287.3562392654485,-0.98,174.0,0.5037086432290894,0.0999000999000999,3.48,4,3
Mustang Terrace Lounge,https://www.zomato.com/hyderabad/mustang-terrace-lounge-gachibowli,1300,"Mexican, Italian, North Indian, Chinese, Salad","12 Noon to 11:30 PM (Mon-Wed), 12 Noon to 1 AM (Fri-Sat), 12 Noon to 12 Midnight (Sun), Thu Closed",1300,Mexican,mustang terrace lounge,100,0.0,pct_positive,0.0,0,0,3.31,5,1,1,0,0,0,1,0,0,0,0,1,392.7491260576658,-0.81,165.5,0.4615884835372767,0.07686395080707148,16.55,1,1
Mustang Terrace Lounge,https://www.zomato.com/hyderabad/mustang-terrace-lounge-gachibowli,1300,"Mexican, Italian, North Indian, Chinese, Salad","12 Noon to 11:30 PM (Mon-Wed), 12 Noon to 1 AM (Fri-Sat), 12 Noon to 12 Midnight (Sun), Thu Closed",1300,Mexican,mustang terrace lounge,100,0.0,pct_negative,0.0,0,0,3.31,5,1,1,0,0,0,1,0,0,0,0,1,392.7491260576658,-0.81,165.5,0.4615884835372767,0.07686395080707148,16.55,1,1
"3B's - Buddies, Bar & Barbecue",https://www.zomato.com/hyderabad/3bs-buddies-bar-barbecue-gachibowli,1100,"North Indian, Mediterranean, European","12 Noon to 4 PM, 6:30 PM to 11:30 PM",1100,North Indian,3bs buddies bar barbecue,100,0.0,pct_positive,0.0,0,0,4.76,3,1,0,0,0,0,0,0,0,0,0,1,231.09238842596884,-2.26,238.0,0.6796140630258308,0.09082652134423251,14.28,4,2
"3B's - Buddies, Bar & Barbecue",https://www.zomato.com/hyderabad/3bs-buddies-bar-barbecue-gachibowli,1100,"North Indian, Mediterranean, European","12 Noon to 4 PM, 6:30 PM to 11:30 PM",1100,North Indian,3bs buddies bar barbecue,100,0.0,pct_negative,0.0,0,0,4.76,3,1,0,0,0,0,0,0,0,0,0,1,231.09238842596884,-2.26,238.0,0.6796140630258308,0.09082652134423251,14.28,4,2
Behrouz Biryani,https://www.zomato.com/hyderabad/behrouz-biryani-gachibowli,600,"Mughlai, Biryani",10 AM to 1 AM,600,Mughlai,behrouz biryani,100,0.0,pct_positive,0.0,0,0,2.825,2,0,0,0,1,0,0,0,0,0,0,0,212.38930534891844,-0.3250000000000002,141.25,0.44150310926067365,0.16638935108153077,5.65,2,3
Behrouz Biryani,https://www.zomato.com/hyderabad/behrouz-biryani-gachibowli,600,"Mughlai, Biryani",10 AM to 1 AM,600,Mughlai,behrouz biryani,100,0.0,pct_negative,0.0,0,0,2.825,2,0,0,0,1,0,0,0,0,0,0,0,212.38930534891844,-0.3250000000000002,141.25,0.44150310926067365,0.16638935108153077,5.65,2,3
Hunger Maggi Point,https://www.zomato.com/hyderabad/hunger-maggi-point-gachibowli,200,Fast Food,4:30 PM to 5:30 AM,200,Fast Food,hunger maggi point,100,0.006625,pct_positive,0.01,0,0,3.12,1,0,0,0,0,0,0,1,0,0,0,0,64.10254355687707,-0.6034375000000001,157.0335,0.5883122818275949,0.4975124378109453,3.12,3,3
Hunger Maggi Point,https://www.zomato.com/hyderabad/hunger-maggi-point-gachibowli,200,Fast Food,4:30 PM to 5:30 AM,200,Fast Food,hunger maggi point,100,0.006625,pct_negative,0.0,0,0,3.12,1,0,0,0,0,0,0,1,0,0,0,0,64.10254355687707,-0.6034375000000001,157.0335,0.5883122818275949,0.4975124378109453,3.12,3,3
Pot Pourri,https://www.zomato.com/hyderabad/pot-pourri-gachibowli,900,"Andhra, South Indian, North Indian",,900,Andhra,pot pourri,100,0.012484,pct_positive,0.02,0,0,3.32,3,1,0,0,0,0,0,0,0,1,0,0,271.08425569751336,-0.7887900000000001,168.072344,0.4879836769882081,0.11098779134295228,9.959999999999999,2,1
Pot Pourri,https://www.zomato.com/hyderabad/pot-pourri-gachibowli,900,"Andhra, South Indian, North Indian",,900,Andhra,pot pourri,100,0.012484,pct_negative,0.0,0,0,3.32,3,1,0,0,0,0,0,0,0,1,0,0,271.08425569751336,-0.7887900000000001,168.072344,0.4879836769882081,0.11098779134295228,9.959999999999999,2,1
Pista House,https://www.zomato.com/hyderabad/pista-house-2-gachibowli,1000,"Bakery, North Indian, Mughlai, Juices, Chinese",11 AM to 12 Midnight,1000,Bakery,pista house,100,0.005994,pct_positive,0.01,0,0,3.23,5,1,1,0,0,0,0,0,0,0,0,0,309.59742736921754,-0.7150149999999997,162.468031,0.4675226774798732,0.0999000999000999,16.15,2,1
Pista House,https://www.zomato.com/hyderabad/pista-house-2-gachibowli,1000,"Bakery, North Indian, Mughlai, Juices, Chinese",11 AM to 12 Midnight,1000,Bakery,pista house,100,0.005994,pct_negative,0.0,0,0,3.23,5,1,1,0,0,0,0,0,0,0,0,0,309.59742736921754,-0.7150149999999997,162.468031,0.4675226774798732,0.0999000999000999,16.15,2,1
Marsala Food Company,https://www.zomato.com/hyderabad/marsala-food-company-gachibowli,700,"Arabian, North Indian, Chinese","12noon to 4pm, 7pm to 12midnight (Mon-Sun)",700,Arabian,marsala food company,100,0.0,pct_positive,0.0,0,0,3.46,3,1,1,0,0,0,0,0,0,0,0,0,202.3120802566242,-0.96,173.0,0.5280420156081407,0.14265335235378032,10.379999999999999,2,3
